Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Activity description	Selected characterisations of conversation type	Transcription conventions used	Sample release inclusion	List of speaker IDs	Number of speakers	Recording date	Recording length	Recording location	Recording period	Year of recording	Inter-speaker relationship	Topics covered	Transcriber	URL	Match-begin corpus position	Match-end corpus position
1	S38V	n't my brov not phoned me today it was really strange maybe they want you give them a call he	's sitting	at home sulking why cos you 're out there ? yeah no not cos I 'm out there just cos	n't_XX my_APPGE brov_NN1 not_XX phoned_VVN me_PPIO1 today_RT it_PPH1 was_VBDZ really_RR strange_JJ maybe_RR they_PPHS2 want_VV0 you_PPY give_VV0 them_PPHO2 a_AT1 call_NN1 he_PPHS1	's_VBZ sitting_VVG	at_II home_NN1 sulking_VVG why_RRQ cos_CS you_PPY 're_VBR out_RP there_RL ?_YQUE yeah_UH no_UH not_XX cos_CS I_PPIS1 'm_VBM out_RP there_RL just_RR cos_CS	First day in the new apartment	Discussing, inquiring, complaining, advising, requesting, announcing, making arrangements	Revised	Texts not in Sample release	S0192 S0198	2	2014-08-28	2:00:48	In my new flat, Sussex	2014 Q3	2014	Close family, partners, very close friends	Smoking cigarettes, moving apartments, future plans, university, family, inventory, music, extended family, marriage, living in South Korea, friends, ELT methodology, language, cooking, alcohol, making arrangements, driving, travelling.  	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o4&batch=0	634021	634022
2	S38V	should n't we ? yeah yeah just need to do another minute and it 's all good those two have	been sitting	there as well yeah we do n't wan na get in the habit of smoking cigarettes yeah I 'm gon	should_VM n't_XX we_PPIS2 ?_YQUE yeah_UH yeah_UH just_RR need_VV0 to_TO do_VDI another_DD1 minute_NNT1 and_CC it_PPH1 's_VBZ all_DB good_JJ those_DD2 two_MC have_VH0	been_VBN sitting_VVG	there_RL as_RR21 well_RR22 yeah_UH we_PPIS2 do_VD0 n't_XX wan_VV0 na_TO get_VVI in_II the_AT habit_NN1 of_IO smoking_JJ cigarettes_NN2 yeah_UH I_PPIS1 'm_VBM gon_VVGK	First day in the new apartment	Discussing, inquiring, complaining, advising, requesting, announcing, making arrangements	Revised	Texts not in Sample release	S0192 S0198	2	2014-08-28	2:00:48	In my new flat, Sussex	2014 Q3	2014	Close family, partners, very close friends	Smoking cigarettes, moving apartments, future plans, university, family, inventory, music, extended family, marriage, living in South Korea, friends, ELT methodology, language, cooking, alcohol, making arrangements, driving, travelling.  	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o4&batch=1	638624	638625
3	S4KW	go between houses you have time to you know take a break for ten minutes or something at least you	're sat	down yeah yeah so I do n't see I just the only thing it might be is getting time off	go_VV0 between_II houses_NN2 you_PPY have_VH0 time_NNT1 to_II you_PPY know_VV0 take_VV0 a_AT1 break_NN1 for_IF ten_MC minutes_NNT2 or_CC something_PN1 at_RR21 least_RR22 you_PPY	're_VBR sat_VVN	down_RP yeah_UH yeah_UH so_RR I_PPIS1 do_VD0 n't_XX see_VVI I_PPIS1 just_RR the_AT only_JJ thing_NN1 it_PPH1 might_VM be_VBI is_VBZ getting_VVG time_NNT1 off_RP	Family members talking whilst driving	Discussing, explaining, inquiring, complaining, anecdote telling, making arrangement 	Revised	Texts not in Sample release	S0198 S0229 S0230	3	2014-08-29	0:45:23	In car to Dorset	2014 Q3	2014	Close family, partners, very close friends	Dangerous driving, building, bad towns to live, days off work, paying solicitors, MOT’S, health, eating, English, making phone calls, work, using phones, academic studies, Windows 8, Mantiques, using Sat Nav, family history, holiday traffic, raining, furniture.	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o4&batch=2	1045809	1045810
4	S55M	and now onto this and then you turn back and you 're like er --UNCLEARWORD and it 's when you	're sitting	in the audience and your like --UNCLEARWORD next slide slide change the slide for --UNCLEARWORD probability we had to do	and_CC now_RT onto_II this_DD1 and_CC then_RT you_PPY turn_VV0 back_RP and_CC you_PPY 're_VBR like_RR er_UH --UNCLEARWORD_FU and_CC it_PPH1 's_VBZ when_RRQ you_PPY	're_VBR sitting_VVG	in_II the_AT audience_NN1 and_CC your_APPGE like_JJ --UNCLEARWORD_FU next_MD slide_NN1 slide_NN1 change_VV0 the_AT slide_NN1 for_IF --UNCLEARWORD_FU probability_NN1 we_PPIS2 had_VHD to_TO do_VDI	Friends gathering for Christmas talking about university and general life. 	Discussing, explaining, Inquiring, complaining, advising, telling jokes	Revised	Texts not in Sample release	S0592 S0596 S0597 S0598 S0599	5	2015-12-18	2:00:00	ANON’s house, Surrey	2015 Q4	2015	Friends, wider family circle	University, work, Christmas, friends, family, food, children, dating. 	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o4&batch=3	1266219	1266220
5	S55M	an hour with breaks yeah but I watched them online so there 's no breaks yeah hello he 's he	's standing	right in front of you not even looking at you yeah he 's like staring straight --UNCLEARWORD --ANONnameM cats do	an_AT1 hour_NNT1 with_IW breaks_NN2 yeah_UH but_CCB I_PPIS1 watched_VVD them_PPHO2 online_RR so_RR there_EX 's_VBZ no_AT breaks_NN2 yeah_UH hello_UH he_PPHS1 's_VBZ he_PPHS1	's_VBZ standing_VVG	right_RR in_II31 front_II32 of_II33 you_PPY not_XX even_RR looking_VVG at_II you_PPY yeah_UH he_PPHS1 's_VBZ like_RR staring_VVG straight_RR --UNCLEARWORD_FU --ANONnameM_NP1 cats_NN2 do_VD0	Friends gathering for Christmas talking about university and general life. 	Discussing, explaining, Inquiring, complaining, advising, telling jokes	Revised	Texts not in Sample release	S0592 S0596 S0597 S0598 S0599	5	2015-12-18	2:00:00	ANON’s house, Surrey	2015 Q4	2015	Friends, wider family circle	University, work, Christmas, friends, family, food, children, dating. 	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o4&batch=4	1269565	1269566
6	S5B6	you 've got to teach students of all abilities yeah and I remember at English masters every year we 'd	be sat	in kind of rows and erm each row was of a certain ability and you you 're all set different	you_PPY 've_VH0 got_VVN to_TO teach_VVI students_NN2 of_IO all_DB abilities_NN2 yeah_UH and_CC I_PPIS1 remember_VV0 at_II English_JJ masters_NN2 every_AT1 year_NNT1 we_PPIS2 'd_VM	be_VBI sat_VVN	in_II kind_NN1 of_IO rows_NN2 and_CC erm_UH each_DD1 row_NN1 was_VBDZ of_IO a_AT1 certain_JJ ability_NN1 and_CC you_PPY you_PPY 're_VBR all_DB set_VVN different_JJ	Talking about raising children	Discussing, explaining, complaining, advising, requesting, anecdote telling	Revised	Texts not in Sample release	S0198 S0230 S0232	3	2014-09-10	0:30:50	Familyhome, Kent	2014 Q3	2014	Close family, partners, very close friends	Parenting, Korean approach to parenting, school systems, buying gifts for children, Facebay, furnishing houses, trains, school trips, cooking, work shifts.	T18	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o4&batch=5	1333021	1333022
7	S5QR	bad my posture is when I 'm sitting there in science like on the table and --ANONnameF 's like you	're sitting	on the table ? yeah like when cos in physics basically he makes like every lesson going around and I	bad_JJ my_APPGE posture_NN1 is_VBZ when_RRQ I_PPIS1 'm_VBM sitting_VVG there_RL in_II science_NN1 like_II on_II the_AT table_NN1 and_CC --ANONnameF_NP1 's_VBZ like_RR you_PPY	're_VBR sitting_VVG	on_II the_AT table_NN1 ?_YQUE yeah_UH like_RR when_CS cos_CS in_II physics_NN1 basically_RR he_PPHS1 makes_VVZ like_II every_AT1 lesson_NN1 going_VVG around_RP and_CC I_PPIS1	Friends talking about school 	discussing, explaining, inquiring, complaining, requesting, announcing, anecdote telling	Revised	Texts not in Sample release	S0324 S0325	2	2016-01-18	0:32:00	ANONs house	2016 Q1	2016	Close family, partners, very close friends	A film we just watched (10 things I hate about you), School, future trip to London	T04	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o4&batch=6	1464756	1464757
8	S6HP	I have n't got very many friends but the friends I have got yeah I was thinking if they 'd	been sitting	in that sitting room as I had or sitting in that restaurant in --ANONplace as I had yeah I think	I_PPIS1 have_VH0 n't_XX got_VVN very_RG many_DA2 friends_NN2 but_CCB the_AT friends_NN2 I_PPIS1 have_VH0 got_VVN yeah_UH I_PPIS1 was_VBDZ thinking_VVG if_CS they_PPHS2 'd_VHD	been_VBN sitting_VVG	in_II that_DD1 sitting_NN1 room_NN1 as_CSA I_PPIS1 had_VHD or_CC sitting_VVG in_II that_DD1 restaurant_NN1 in_II --ANONplace_NP1 as_CSA I_PPIS1 had_VHD yeah_UH I_PPIS1 think_VV0	Two very close friends discussing their family members and their lives.	Discussing, explaining, inquiring, complaining, anecdote telling, telling jokes	Revised	Texts within Sample release	S0262 S0303	2	2014-10-23	1:51:00	At ANON’s home in Brixton, London.	2014 Q4	2014	Close family, partners, very close friends	Family members and their lives.  Telling a story involving family members.	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o4&batch=7	1855754	1855755
9	S6HP	know that at the time when I applied no when I applied I thought oh I 'm gon na yeah	be sitting	with people talking about Wittgenstein all day and it 's gon na be amazing all we 're gon na do	know_VVI that_CST at_II the_AT time_NNT1 when_RRQ I_PPIS1 applied_VVD no_UH when_CS I_PPIS1 applied_VVD I_PPIS1 thought_VVD oh_UH I_PPIS1 'm_VBM gon_VVGK na_TO yeah_UH	be_VB0 sitting_VVG	with_IW people_NN talking_VVG about_II Wittgenstein_NP1 all_DB day_NNT1 and_CC it_PPH1 's_VBZ gon_VVGK na_TO be_VBI amazing_JJ all_DB we_PPIS2 're_VBR gon_VVGK na_TO do_VDI	Two very close friends discussing their family members and their lives.	Discussing, explaining, inquiring, complaining, anecdote telling, telling jokes	Revised	Texts within Sample release	S0262 S0303	2	2014-10-23	1:51:00	At ANON’s home in Brixton, London.	2014 Q4	2014	Close family, partners, very close friends	Family members and their lives.  Telling a story involving family members.	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o4&batch=8	1863459	1863460
10	S6Q6	I 'm working on at the moment and they gave us five folders full of receipts most of which have	been stood	on stood on ? yeah he 's like he 's like a mechanic and all his receipts have like footprints	I_PPIS1 'm_VBM working_VVG on_RP at_II the_AT moment_NN1 and_CC they_PPHS2 gave_VVD us_PPIO2 five_MC folders_NN2 full_JJ of_IO receipts_NN2 most_RRT of_IO which_DDQ have_VH0	been_VBN stood_VVN	on_RP stood_VVD on_RP ?_YQUE yeah_UH he_PPHS1 's_VBZ like_II he_PPHS1 's_VBZ like_II a_AT1 mechanic_NN1 and_CC all_DB his_APPGE receipts_NN2 have_VH0 like_RR footprints_VVZ	Friends gathering for Christmas talking about university and general life. 	Discussing, explaining, inquiring, complaining, advising, telling jokes	Revised	Texts not in Sample release	S0592 S0595 S0596 S0597 S0598	5	2015-12-18	2:00:00	ANON’s house, Surrey	2015 Q4	2015	Friends, wider family circle	TV series, university, work, apprenticeships, illness, Christmas, presents, friends, family.  	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o4&batch=9	1944081	1944082
11	S8RC	when there 's --ANONnameM 's working did you know ? I know first time in a while wow lucky I	'm sat	down for the first time in four years he got he 's got a proper job ? he --ANONnameM with	when_CS there_EX 's_VBZ --ANONnameM_NP1 's_VBZ working_VVG did_VDD you_PPY know_VVI ?_YQUE I_PPIS1 know_VV0 first_MD time_NNT1 in_II a_AT1 while_NNT1 wow_UH lucky_JJ I_PPIS1	'm_VBM sat_VVN	down_RP for_IF the_AT first_MD time_NNT1 in_II four_MC years_NNT2 he_PPHS1 got_VVD he_PPHS1 's_VHZ got_VVN a_AT1 proper_JJ job_NN1 ?_YQUE he_PPHS1 --ANONnameM_NP1 with_IW	ANON's parents' first time visit to our flat in Sussex	Discussing, explaining, anecdote telling, making arrangements, telling jokes	Revised	Texts not in Sample release	S0192 S0198 S0229 S0230	4	2014-09-08	1:03:49	In mine and ANON's flat, Sussex	2014 Q3	2014	Close family, partners, very close friends	Money, bikes, travel, spices, the kitchen, accessories, nuts, the flat, seeing family, plastic bags, work, window cleaning, pronunciation of scones, cream tea, cholesterol, senescence & centenarians, diverticulitis, bad habits, premonitions, friends, gambling, master's degrees, Brighton, utility bills, borrowing money, benefits. 	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o4&batch=10	2923356	2923357
12	SAB7	me cos his his manner was so exaggerated it was ridiculous that it looks like a comedy sketch when they	're sitting	there talking cos it looked like a comedy sketch it reminded me of like something that would have gone in	me_PPIO1 cos_CS his_APPGE his_APPGE manner_NN1 was_VBDZ so_RG exaggerated_JJ it_PPH1 was_VBDZ ridiculous_JJ that_CST it_PPH1 looks_VVZ like_II a_AT1 comedy_NN1 sketch_NN1 when_CS they_PPHS2	're_VBR sitting_VVG	there_RL talking_VVG cos_CS it_PPH1 looked_VVD like_II a_AT1 comedy_NN1 sketch_VV0 it_PPH1 reminded_VVD me_PPIO1 of_IO like_JJ something_PN1 that_CST would_VM have_VHI gone_VVN in_II	None given	Discussing, explaining, complaining, anecdote telling	Revised	Texts not in Sample release	S0104 S0110 S0167	3	2015-01-02	1:13:21	Speakers' home	2015 Q1	2015	Close family, partners, very close friends	Illness, food, TV shows, work, boyfriend, rubbish collection, Christmas Day, animals, family anecdotes, West End show, saving money, birthday presents, New Year’s celebrations, companies wasting things, drying clothes, maca root and menopause, music, newsreaders, life in 70s	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o4&batch=11	3505628	3505629
13	SB9K	that kind of stuff mm ? always helped clean up but did you have to ? otherwise I 'd just	be stood	there doing nothing I du n no I felt like I should mm I mean it 's different in the	that_DD1 kind_RR21 of_RR22 stuff_VVI mm_UH ?_YQUE always_RR helped_VVN clean_JJ up_RP but_CCB did_VDD you_PPY have_VHI to_TO ?_YQUE otherwise_RR I_PPIS1 'd_VM just_RR	be_VBI stood_VVN	there_RL doing_VDG nothing_PN1 I_PPIS1 du_VD0 n_XX no_UH I_PPIS1 felt_VVD like_RR I_PPIS1 should_VM mm_UH I_PPIS1 mean_VV0 it_PPH1 's_VBZ different_JJ in_II the_AT	A morning post-study	Discussing, explaining, inquiring, advising, anecdote telling, making arrangements	Revised	Texts not in Sample release	S0192 S0198	2	2014-09-20	1:24:28	In mine and ANON's flat, Sussex	2014 Q3	2014	Close family, partners, very close friends	University, linguistics, timetabling, tuition fees, research, lecturers, language classes, food, cooking, vegetarianism, animal treatment, food preparation, studying, dinner, supermarkets, languages, lunch, food combinations, South Korea, men and women in South Korea, festivals, China, travel, computer games for sale, family, back gardens, flats.	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o4&batch=12	3829666	3829667
14	SBCZ	into him when grandma was over in the summer she and I went up to --ANONplace for lunch and she	was sitting	outside and I went in to order drinks yeah and there was --ANONnameM was there with all his cronies and	into_II him_PPHO1 when_CS grandma_NN1 was_VBDZ over_RP in_II the_AT summer_NNT1 she_PPHS1 and_CC I_PPIS1 went_VVD up_II21 to_II22 --ANONplace_NP1 for_IF lunch_NN1 and_CC she_PPHS1	was_VBDZ sitting_VVG	outside_RL and_CC I_PPIS1 went_VVD in_RP to_TO order_VVI drinks_NN2 yeah_UH and_CC there_EX was_VBDZ --ANONnameM_NP1 was_VBDZ there_RL with_IW all_DB his_APPGE cronies_NN2 and_CC	Mum and daughter chatting	Discussing, explaining, inquiring, advising, anecdote telling	Revised	Texts within Sample release	S0104 S0167	2	2015-01-02	0:30:15	Speakers' home	2015 Q1	2015	Close family, partners, very close friends	Friends, Christmas tree, neighbours, pets, nail care, work, birthday, plans with boyfriend, German history and culture	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o4&batch=13	3872161	3872162
15	SBCZ	he said way up in the hills why does n't he own a goldmine ? the thing is though he	was standing	there with his collar of his shirt all frayed and his jumper yeah all kind of and he really was	he_PPHS1 said_VVD way_NN1 up_RP in_II the_AT hills_NN2 why_RRQ does_VDZ n't_XX he_PPHS1 own_VVI a_AT1 goldmine_NN1 ?_YQUE the_AT thing_NN1 is_VBZ though_RR he_PPHS1	was_VBDZ standing_VVG	there_RL with_IW his_APPGE collar_NN1 of_IO his_APPGE shirt_NN1 all_DB frayed_JJ and_CC his_APPGE jumper_NN1 yeah_UH all_DB kind_NN1 of_IO and_CC he_PPHS1 really_RR was_VBDZ	Mum and daughter chatting	Discussing, explaining, inquiring, advising, anecdote telling	Revised	Texts within Sample release	S0104 S0167	2	2015-01-02	0:30:15	Speakers' home	2015 Q1	2015	Close family, partners, very close friends	Friends, Christmas tree, neighbours, pets, nail care, work, birthday, plans with boyfriend, German history and culture	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o4&batch=14	3872304	3872305
16	SBCZ	the army yeah and apparently you 're b- by the end it became a joke because the boys would just	be sitting	there making cups of tea for the officers for the the officers because there was nothing for them to do	the_AT army_NN1 yeah_UH and_CC apparently_RR you_PPY 're_VBR b-_FU by_II the_AT end_NN1 it_PPH1 became_VVD a_AT1 joke_NN1 because_CS the_AT boys_NN2 would_VM just_RR	be_VBI sitting_VVG	there_RL making_VVG cups_NN2 of_IO tea_NN1 for_IF the_AT officers_NN2 for_IF the_AT the_AT officers_NN2 because_CS there_EX was_VBDZ nothing_PN1 for_IF them_PPHO2 to_TO do_VDI	Mum and daughter chatting	Discussing, explaining, inquiring, advising, anecdote telling	Revised	Texts within Sample release	S0104 S0167	2	2015-01-02	0:30:15	Speakers' home	2015 Q1	2015	Close family, partners, very close friends	Friends, Christmas tree, neighbours, pets, nail care, work, birthday, plans with boyfriend, German history and culture	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o4&batch=15	3875321	3875322
17	SDFM	stupid idea what getting rid of the settee ? yeah why ? why do n't you think ? the bed	's sitting	it 's a good idea of your dad 's because you 're gon na put just a proper bed in	stupid_JJ idea_NN1 what_DDQ getting_VVG rid_VVN of_IO the_AT settee_NN1 ?_YQUE yeah_UH why_RRQ ?_YQUE why_RRQ do_VD0 n't_XX you_PPY think_VVI ?_YQUE the_AT bed_NN1	's_VBZ sitting_VVG	it_PPH1 's_VBZ a_AT1 good_JJ idea_NN1 of_IO your_APPGE dad_NN1 's_VBZ because_CS you_PPY 're_VBR gon_VVGK na_TO put_VVI just_RR a_AT1 proper_JJ bed_NN1 in_II	Family chats	Discussing, explaining, inquiring, anecdote telling, making arrangements, telling jokes	Revised	Texts within Sample release	S0104 S0108 S0110 S0167 S0186	5	2015-01-04	0:24:04	Speakers' home	2015 Q1	2015	Close family, partners, very close friends	Birthday messages, New Year celebrations, work, social media, evening plans, job interview, foreign affairs, homosexuality, birthday presents, house décor, pets	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o4&batch=16	4541873	4541874
18	SE68	feel cold I 'm very --UNCLEARWORD cos I suppose that 's yeah that 's the point yes mind you we	are sitting	still mm phew twenty-four degrees what other technological changes are there gon na be in your between now and your	feel_VVI cold_JJ I_PPIS1 'm_VBM very_RG --UNCLEARWORD_FU cos_CS I_PPIS1 suppose_VV0 that_DD1 's_VBZ yeah_UH that_DD1 's_VBZ the_AT point_NN1 yes_UH mind_VV0 you_PPY we_PPIS2	are_VBR sitting_VVG	still_JJ mm_UH phew_UH twenty-four_MC degrees_NN2 what_DDQ other_JJ technological_JJ changes_NN2 are_VBR there_RL gon_VVGK na_TO be_VBI in_II your_APPGE between_II now_RT and_CC your_APPGE	Family chats	Discussing, explaining, inquiring, anecdote telling, telling jokes	Revised	Texts not in Sample release	S0104 S0108 S0110 S0167 S0186 S0358	6	2015-02-08	0:58:47	Speakers' home	2015 Q1	2015	Close family, partners, very close friends	Holidays, family, dinner, the old days, cars, Germany, languages and accents, family	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o4&batch=17	4806143	4806144
19	SE68	happens that they have n't planned for they completely they go woo they go all ditsy and useless until they	're sat	down and worked out what to do next yeah they like yes it 's a ver- they like pla- order	happens_VVZ that_CST they_PPHS2 have_VH0 n't_XX planned_VVN for_CS they_PPHS2 completely_RR they_PPHS2 go_VV0 woo_VV0 they_PPHS2 go_VV0 all_DB ditsy_JJ and_CC useless_JJ until_CS they_PPHS2	're_VBR sat_VVN	down_RP and_CC worked_VVD out_RP what_DDQ to_TO do_VDI next_MD yeah_UH they_PPHS2 like_VV0 yes_UH it_PPH1 's_VBZ a_AT1 ver-_FU they_PPHS2 like_RR pla-_FU order_NN1	Family chats	Discussing, explaining, inquiring, anecdote telling, telling jokes	Revised	Texts not in Sample release	S0104 S0108 S0110 S0167 S0186 S0358	6	2015-02-08	0:58:47	Speakers' home	2015 Q1	2015	Close family, partners, very close friends	Holidays, family, dinner, the old days, cars, Germany, languages and accents, family	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o4&batch=18	4808383	4808384
20	SEKZ	mm but actually where we are you know mm and then I looked and I said bloody hell el presidente	was sitting	there oh really ? the president yeah no wonder there was all these guar- like bodyguards you know guys in	mm_UH but_CCB actually_RR where_RRQ we_PPIS2 are_VBR you_PPY know_VV0 mm_UH and_CC then_RT I_PPIS1 looked_VVD and_CC I_PPIS1 said_VVD bloody_JJ hell_NN1 el_NN1 presidente_NN1	was_VBDZ sitting_VVG	there_RL oh_UH really_RR ?_YQUE the_AT president_NN1 yeah_UH no_AT wonder_NN1 there_EX was_VBDZ all_DB these_DD2 guar-_FU like_JJ bodyguards_NN2 you_PPY know_VV0 guys_NN2 in_II	Two friends having lunch	Discussing, explaining, inquiring, requesting, anecdote telling  	Revised	Texts within Sample release	S0262 S0353	2	2015-01-16	1:45:00	Restaurant in Cyprus	2015 Q1	2015	Friends, wider family circle	ordering a meal, pets, telling anecdotes about the patrons of the restaurant, family members and disease, romantic relationships, hearing aids, deaths in the family, spiritual matters, shamanism, dowsing, destiny, meeting new people, lighting a fire, discussing a friend's situation, being in Northern Cyprus for the summer, learning to count in Turkish	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o4&batch=19	4959766	4959767
21	SEKZ	like but dad was she really was out of it oh yeah my dad was you know I thought he	was sitting	there like just staring into space like this is it you now ? yeah oh she survived that we got	like_RR but_CCB dad_NN1 was_VBDZ she_PPHS1 really_RR was_VBDZ out_II21 of_II22 it_PPH1 oh_UH yeah_UH my_APPGE dad_NN1 was_VBDZ you_PPY know_VV0 I_PPIS1 thought_VVD he_PPHS1	was_VBDZ sitting_VVG	there_RL like_RR just_RR staring_VVG into_II space_NN1 like_II this_DD1 is_VBZ it_PPH1 you_PPY now_RT ?_YQUE yeah_UH oh_UH she_PPHS1 survived_VVD that_CST we_PPIS2 got_VVD	Two friends having lunch	Discussing, explaining, inquiring, requesting, anecdote telling  	Revised	Texts within Sample release	S0262 S0353	2	2015-01-16	1:45:00	Restaurant in Cyprus	2015 Q1	2015	Friends, wider family circle	ordering a meal, pets, telling anecdotes about the patrons of the restaurant, family members and disease, romantic relationships, hearing aids, deaths in the family, spiritual matters, shamanism, dowsing, destiny, meeting new people, lighting a fire, discussing a friend's situation, being in Northern Cyprus for the summer, learning to count in Turkish	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o4&batch=20	4965372	4965373
22	SEKZ	got the I was there about two two three years ago I think it was so funny I was I	was sitting	there and I thought I ca n't hear the television and they 're both there watching it you know ?	got_VVN the_AT I_PPIS1 was_VBDZ there_RL about_RG two_MC two_MC three_MC years_NNT2 ago_RA I_PPIS1 think_VV0 it_PPH1 was_VBDZ so_RR funny_JJ I_PPIS1 was_VBDZ I_PPIS1	was_VBDZ sitting_VVG	there_RL and_CC I_PPIS1 thought_VVD I_PPIS1 ca_VM n't_XX hear_VVI the_AT television_NN1 and_CC they_PPHS2 're_VBR both_DB2 there_RL watching_VVG it_PPH1 you_PPY know_VV0 ?_YQUE	Two friends having lunch	Discussing, explaining, inquiring, requesting, anecdote telling  	Revised	Texts within Sample release	S0262 S0353	2	2015-01-16	1:45:00	Restaurant in Cyprus	2015 Q1	2015	Friends, wider family circle	ordering a meal, pets, telling anecdotes about the patrons of the restaurant, family members and disease, romantic relationships, hearing aids, deaths in the family, spiritual matters, shamanism, dowsing, destiny, meeting new people, lighting a fire, discussing a friend's situation, being in Northern Cyprus for the summer, learning to count in Turkish	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o4&batch=21	4967120	4967121
23	SEKZ	switched on I cou- no I could n't hea- the so I could n't hear a bloody thing and I	'm sitting	there and I think are they asleep ? and I look no no they 're both watching it I said	switched_VVN on_RP I_PPIS1 cou-_FU no_UH I_PPIS1 could_VM n't_XX hea-_FU the_AT so_RR I_PPIS1 could_VM n't_XX hear_VVI a_AT1 bloody_JJ thing_NN1 and_CC I_PPIS1	'm_VBM sitting_VVG	there_RL and_CC I_PPIS1 think_VV0 are_VBR they_PPHS2 asleep_JJ ?_YQUE and_CC I_PPIS1 look_VV0 no_UH no_UH they_PPHS2 're_VBR both_DB2 watching_VVG it_PPH1 I_PPIS1 said_VVD	Two friends having lunch	Discussing, explaining, inquiring, requesting, anecdote telling  	Revised	Texts within Sample release	S0262 S0353	2	2015-01-16	1:45:00	Restaurant in Cyprus	2015 Q1	2015	Friends, wider family circle	ordering a meal, pets, telling anecdotes about the patrons of the restaurant, family members and disease, romantic relationships, hearing aids, deaths in the family, spiritual matters, shamanism, dowsing, destiny, meeting new people, lighting a fire, discussing a friend's situation, being in Northern Cyprus for the summer, learning to count in Turkish	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o4&batch=22	4967175	4967176
24	SEKZ	they watch yeah they 're very good so they watch they can but yes they they 've got so they	're sitting	there watching it like er they 've got an ear in yeah that 's very and I 'm sitting there	they_PPHS2 watch_VV0 yeah_UH they_PPHS2 're_VBR very_RG good_JJ so_RR they_PPHS2 watch_VV0 they_PPHS2 can_VM but_CCB yes_UH they_PPHS2 they_PPHS2 've_VH0 got_VVN so_RR they_PPHS2	're_VBR sitting_VVG	there_RL watching_VVG it_PPH1 like_RR er_UH they_PPHS2 've_VH0 got_VVN an_AT1 ear_NN1 in_II yeah_UH that_DD1 's_VBZ very_RG and_CC I_PPIS1 'm_VBM sitting_VVG there_RL	Two friends having lunch	Discussing, explaining, inquiring, requesting, anecdote telling  	Revised	Texts within Sample release	S0262 S0353	2	2015-01-16	1:45:00	Restaurant in Cyprus	2015 Q1	2015	Friends, wider family circle	ordering a meal, pets, telling anecdotes about the patrons of the restaurant, family members and disease, romantic relationships, hearing aids, deaths in the family, spiritual matters, shamanism, dowsing, destiny, meeting new people, lighting a fire, discussing a friend's situation, being in Northern Cyprus for the summer, learning to count in Turkish	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o4&batch=23	4967290	4967291
