Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Activity description	Selected characterisations of conversation type	Transcription conventions used	Sample release inclusion	List of speaker IDs	Number of speakers	Recording date	Recording length	Recording location	Recording period	Year of recording	Inter-speaker relationship	Topics covered	Transcriber	URL	Match-begin corpus position	Match-end corpus position
29	S7SZ	no erm cos I did n't even know that was her brother at the time I I you st- you	're standing	there and you 're kind of putting two and two together and everything 's coming yeah together and I was	no_UH erm_UH cos_CS I_PPIS1 did_VDD n't_XX even_RR know_VVI that_DD1 was_VBDZ her_APPGE brother_NN1 at_II the_AT time_NNT1 I_PPIS1 I_PPIS1 you_PPY st-_FU you_PPY	're_VBR standing_VVG	there_RL and_CC you_PPY 're_VBR kind_NN1 of_IO putting_VVG two_MC and_CC two_MC together_RL and_CC everything_PN1 's_VBZ coming_VVG yeah_UH together_RL and_CC I_PPIS1 was_VBDZ	Two acquaintances having a cup of coffee. 	Discussing, explaining, inquiring, complaining, anecdote telling	Revised	Texts not in Sample release	S0262 S0300	2	2014-10-14	1:26:00	At ANON's home in Harston, Cambridgeshire. 	2014 Q4	2014	Acquaintances	Hospital appointments and medical procedures, death in family, funeral arrangements, dealing with death and grief, family members expressing emotions in the nuclear family, family relationships, family members’ and friends’ body weight and image; diets; nutrition. 	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=28	2548406	2548407
30	S7SZ	n't think apart from that I did n't see her cry or look sad at a- even when the coffin	was sitting	there in front of you outside in the car still hearse still you know there 's me going ah you	n't_XX think_VVI apart_II21 from_II22 that_CST I_PPIS1 did_VDD n't_XX see_VVI her_APPGE cry_NN1 or_CC look_VV0 sad_JJ at_II a-_FU even_CS21 when_CS22 the_AT coffin_NN1	was_VBDZ sitting_VVG	there_RL in_II31 front_II32 of_II33 you_PPY outside_RL in_II the_AT car_NN1 still_RR hearse_VV0 still_RR you_PPY know_VV0 there_EX 's_VBZ me_PPIO1 going_VVG ah_UH you_PPY	Two acquaintances having a cup of coffee. 	Discussing, explaining, inquiring, complaining, anecdote telling	Revised	Texts not in Sample release	S0262 S0300	2	2014-10-14	1:26:00	At ANON's home in Harston, Cambridgeshire. 	2014 Q4	2014	Acquaintances	Hospital appointments and medical procedures, death in family, funeral arrangements, dealing with death and grief, family members expressing emotions in the nuclear family, family relationships, family members’ and friends’ body weight and image; diets; nutrition. 	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=29	2555576	2555577
31	S7SZ	conve- like say for example today if I was to walk in and both the girls were there if they	were sitting	there having a proper conversation yeah then I would ignore them yeah but if I was to walk in and	conve-_FU like_RR say_VV0 for_REX21 example_REX22 today_RT if_CS I_PPIS1 was_VBDZ to_TO walk_VVI in_RP and_CC both_DB2 the_AT girls_NN2 were_VBDR there_RL if_CS they_PPHS2	were_VBDR sitting_VVG	there_RL having_VHG a_AT1 proper_JJ conversation_NN1 yeah_UH then_RT I_PPIS1 would_VM ignore_VVI them_PPHO2 yeah_UH but_CCB if_CS I_PPIS1 was_VBDZ to_TO walk_VVI in_RP and_CC	Two acquaintances having a cup of coffee. 	Discussing, explaining, inquiring, complaining, anecdote telling	Revised	Texts not in Sample release	S0262 S0300	2	2014-10-14	1:26:00	At ANON's home in Harston, Cambridgeshire. 	2014 Q4	2014	Acquaintances	Hospital appointments and medical procedures, death in family, funeral arrangements, dealing with death and grief, family members expressing emotions in the nuclear family, family relationships, family members’ and friends’ body weight and image; diets; nutrition. 	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=30	2560779	2560780
32	S7TT	well it was a funny taste one well it were n't no it was in the summer when they 'd	been standing	there and yeah it 's all been standing there all day standing out in the sun all day yeah yeah	well_RR it_PPH1 was_VBDZ a_AT1 funny_JJ taste_NN1 one_MC1 well_RR it_PPH1 were_VBDR n't_XX no_UH it_PPH1 was_VBDZ in_II the_AT summer_NNT1 when_CS they_PPHS2 'd_VHD	been_VBN standing_VVG	there_RL and_CC yeah_UH it_PPH1 's_VHZ all_DB been_VBN standing_VVG there_RL all_DB day_NNT1 standing_VVG out_RP in_II the_AT sun_NN1 all_DB day_NNT1 yeah_UH yeah_UH	Talking over lunch	Discussing	Revised	Texts within Sample release	S0008 S0012 S0013	3	2014-10-31	1:40:47	Speakers' home	2014 Q4	2014	Close family, partners, very close friends	Teeth, old people, motorbikes, car repairs, roads	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=31	2568858	2568859
33	S7TT	it were n't no it was in the summer when they 'd been standing there and yeah it 's all	been standing	there all day standing out in the sun all day yeah yeah were n't so good was it but that	it_PPH1 were_VBDR n't_XX no_UH it_PPH1 was_VBDZ in_II the_AT summer_NNT1 when_CS they_PPHS2 'd_VHD been_VBN standing_VVG there_RL and_CC yeah_UH it_PPH1 's_VHZ all_DB	been_VBN standing_VVG	there_RL all_DB day_NNT1 standing_VVG out_RP in_II the_AT sun_NN1 all_DB day_NNT1 yeah_UH yeah_UH were_VBDR n't_XX so_RG good_JJ was_VBDZ it_PPH1 but_CC that_DD1	Talking over lunch	Discussing	Revised	Texts within Sample release	S0008 S0012 S0013	3	2014-10-31	1:40:47	Speakers' home	2014 Q4	2014	Close family, partners, very close friends	Teeth, old people, motorbikes, car repairs, roads	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=32	2568866	2568867
34	S7TT	him yeah going down the road like this and he comes r- the --UNCLEARWORD one round the corner and I	'm standing	there near old gate and he went whoop and run over my feet do n't he and tha- that 's	him_PPHO1 yeah_UH going_VVG down_II the_AT road_NN1 like_II this_DD1 and_CC he_PPHS1 comes_VVZ r-_FU the_AT --UNCLEARWORD_FU one_MC1 round_II the_AT corner_NN1 and_CC I_PPIS1	'm_VBM standing_VVG	there_RL near_II old_JJ gate_NN1 and_CC he_PPHS1 went_VVD whoop_UH and_CC run_VVN over_II my_APPGE feet_NN2 do_VD0 n't_XX he_PPHS1 and_CC tha-_FU that_DD1 's_VBZ	Talking over lunch	Discussing	Revised	Texts within Sample release	S0008 S0012 S0013	3	2014-10-31	1:40:47	Speakers' home	2014 Q4	2014	Close family, partners, very close friends	Teeth, old people, motorbikes, car repairs, roads	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=33	2574620	2574621
35	S7TT	yeah take it off it says hill start help but you do n't roll back ? no and so you	're sitting	there it 's does it cut out when you stop ? no no no some do do n't they ?	yeah_UH take_VV0 it_PPH1 off_II it_PPH1 says_VVZ hill_NN1 start_NN1 help_NN1 but_CCB you_PPY do_VD0 n't_XX roll_VVI back_RP ?_YQUE no_UH and_CC so_CS you_PPY	're_VBR sitting_VVG	there_RL it_PPH1 's_VBZ does_VDZ it_PPH1 cut_VVI out_RP when_CS you_PPY stop_VV0 ?_YQUE no_UH no_UH no_UH some_DD do_VD0 do_VD0 n't_XX they_PPHS2 ?_YQUE	Talking over lunch	Discussing	Revised	Texts within Sample release	S0008 S0012 S0013	3	2014-10-31	1:40:47	Speakers' home	2014 Q4	2014	Close family, partners, very close friends	Teeth, old people, motorbikes, car repairs, roads	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=34	2582166	2582167
36	S7TT	cut out when you stop ? no no no some do do n't they ? some do yeah so you	're sitting	there it 's ticking over lights change and you just push the accelerator ? and off you go mm and	cut_VVI out_RP when_CS you_PPY stop_VV0 ?_YQUE no_UH no_UH no_UH some_DD do_VD0 do_VD0 n't_XX they_PPHS2 ?_YQUE some_DD do_VD0 yeah_UH so_RR you_PPY	're_VBR sitting_VVG	there_RL it_PPH1 's_VBZ ticking_VVG over_II lights_NN2 change_NN1 and_CC you_PPY just_RR push_VV0 the_AT accelerator_NN1 ?_YQUE and_CC off_II you_PPY go_VV0 mm_UH and_CC	Talking over lunch	Discussing	Revised	Texts within Sample release	S0008 S0012 S0013	3	2014-10-31	1:40:47	Speakers' home	2014 Q4	2014	Close family, partners, very close friends	Teeth, old people, motorbikes, car repairs, roads	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=35	2582193	2582194
37	S7TT	--UNCLEARWORD where the driver bit is that 'd probably work on the --UNCLEARWORD no where 's the button when you	're sitting	there the button is right next to you yeah so it 's just sort of where the handbrake normally is	--UNCLEARWORD_FU where_CS the_AT driver_NN1 bit_NN1 is_VBZ that_DD1 'd_VM probably_RR work_VVI on_II the_AT --UNCLEARWORD_FU no_UH where_RRQ 's_VBZ the_AT button_NN1 when_CS you_PPY	're_VBR sitting_VVG	there_RL the_AT button_NN1 is_VBZ right_JJ next_II21 to_II22 you_PPY yeah_UH so_RR it_PPH1 's_VBZ just_RR sort_RR21 of_RR22 where_RRQ the_AT handbrake_NN1 normally_RR is_VBZ	Talking over lunch	Discussing	Revised	Texts within Sample release	S0008 S0012 S0013	3	2014-10-31	1:40:47	Speakers' home	2014 Q4	2014	Close family, partners, very close friends	Teeth, old people, motorbikes, car repairs, roads	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=36	2582370	2582371
38	S7TT	n't you ? yeah but does n't er always take any notice yeah but it 's so easy rubbish you	're sitting	there saying you do n't you 're sitting there saying huh it 's thirty yeah okay yeah I think you	n't_XX you_PPY ?_YQUE yeah_UH but_CCB does_VDZ n't_XX er_UH always_RR take_VVI any_DD notice_NN1 yeah_UH but_CCB it_PPH1 's_VBZ so_RG easy_JJ rubbish_NN1 you_PPY	're_VBR sitting_VVG	there_RL saying_VVG you_PPY do_VD0 n't_XX you_PPY 're_VBR sitting_VVG there_RL saying_VVG huh_UH it_PPH1 's_VBZ thirty_MC yeah_UH okay_JJ yeah_UH I_PPIS1 think_VV0 you_PPY	Talking over lunch	Discussing	Revised	Texts within Sample release	S0008 S0012 S0013	3	2014-10-31	1:40:47	Speakers' home	2014 Q4	2014	Close family, partners, very close friends	Teeth, old people, motorbikes, car repairs, roads	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=37	2583115	2583116
39	S7TT	always take any notice yeah but it 's so easy rubbish you 're sitting there saying you do n't you	're sitting	there saying huh it 's thirty yeah okay yeah I think you 're doing seventy-five oh okay I ca n't	always_RR take_VVI any_DD notice_NN1 yeah_UH but_CCB it_PPH1 's_VBZ so_RG easy_JJ rubbish_NN1 you_PPY 're_VBR sitting_VVG there_RL saying_VVG you_PPY do_VD0 n't_XX you_PPY	're_VBR sitting_VVG	there_RL saying_VVG huh_UH it_PPH1 's_VBZ thirty_MC yeah_UH okay_JJ yeah_UH I_PPIS1 think_VV0 you_PPY 're_VBR doing_VDG seventy-five_MC oh_UH okay_RR I_PPIS1 ca_VM n't_XX	Talking over lunch	Discussing	Revised	Texts within Sample release	S0008 S0012 S0013	3	2014-10-31	1:40:47	Speakers' home	2014 Q4	2014	Close family, partners, very close friends	Teeth, old people, motorbikes, car repairs, roads	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=38	2583123	2583124
40	S7UX	bottle of wine ? Never never materialised alright can you remember how to play this cos I 've forgotten you	're sitting	in my place mm ? what are you sitting in my place for ? um cos it might be too	bottle_NN1 of_IO wine_NN1 ?_YQUE Never_RR never_RR materialised_VVN alright_RR can_VM you_PPY remember_VVI how_RRQ to_TO play_VVI this_DD1 cos_CS I_PPIS1 've_VH0 forgotten_VVN you_PPY	're_VBR sitting_VVG	in_II my_APPGE place_NN1 mm_UH ?_YQUE what_DDQ are_VBR you_PPY sitting_VVG in_II my_APPGE place_NN1 for_IF ?_YQUE um_UH cos_CS it_PPH1 might_VM be_VBI too_RG	Family play a board game.	Discussing, explaining, inquiring, advising, requesting	Original	Texts within Sample release	S0012 S0013 S0024 S0144	4	2012-03-04	0:23:16	ANON's home, Norfolk	2012 Q1	2012	Close family, partners, very close friends	Rules and strategy of a board game, left handed people	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=39	2586271	2586272
41	S8GL	really but does he ? no because it it 's it 's a necessity ? he no well he he	's sitting	regularly yeah mm because he knows it 's a necessity cos I think he 's just panicking yeah this other	really_RR but_CCB does_VDZ he_PPHS1 ?_YQUE no_UH because_CS it_PPH1 it_PPH1 's_VBZ it_PPH1 's_VBZ a_AT1 necessity_NN1 ?_YQUE he_PPHS1 no_UH well_RR he_PPHS1 he_PPHS1	's_VBZ sitting_VVG	regularly_RR yeah_UH mm_UH because_CS he_PPHS1 knows_VVZ it_PPH1 's_VBZ a_AT1 necessity_NN1 cos_CS I_PPIS1 think_VV0 he_PPHS1 's_VBZ just_RR panicking_VVG yeah_UH this_DD1 other_JJ	chatting with employee over coffee	Discussing, explaining, anecdote telling	Revised	Texts not in Sample release	S0255 S0259	2	2014-10-06	0:23:26	ANON's home	2014 Q4	2014	Acquaintances	Food, family/children, food tastes, health problems (heart attack, allergies, diabetes), smoking, school, teachers, children’s behaviour.	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=40	2773008	2773009
42	S8GL	go there and sit and work on their own yeah it 's not like it 's punishment when no he	's sitting	at home is it ? no do you know what I mean ? no that 's it they will sit	go_VVI there_RL and_CC sit_VVI and_CC work_VV0 on_II their_APPGE own_DA yeah_UH it_PPH1 's_VBZ not_XX like_RR it_PPH1 's_VBZ punishment_NN1 when_CS no_UH he_PPHS1	's_VBZ sitting_VVG	at_II home_NN1 is_VBZ it_PPH1 ?_YQUE no_UH do_VD0 you_PPY know_VVI what_DDQ I_PPIS1 mean_VV0 ?_YQUE no_UH that_DD1 's_VBZ it_PPH1 they_PPHS2 will_VM sit_VVI	chatting with employee over coffee	Discussing, explaining, anecdote telling	Revised	Texts not in Sample release	S0255 S0259	2	2014-10-06	0:23:26	ANON's home	2014 Q4	2014	Acquaintances	Food, family/children, food tastes, health problems (heart attack, allergies, diabetes), smoking, school, teachers, children’s behaviour.	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=41	2777716	2777717
43	S96L	for the year and stuff like that so god do you ever kind of think like you know when he	's sitting	there saying to you right we 've got ta do this got ta do that and it 's like just	for_IF the_AT year_NNT1 and_CC stuff_NN1 like_II that_DD1 so_RR god_NN1 do_VD0 you_PPY ever_RR kind_RR21 of_RR22 think_VV0 like_II you_PPY know_VV0 when_RRQ he_PPHS1	's_VBZ sitting_VVG	there_RL saying_VVG to_II you_PPY right_RR we_PPIS2 've_VH0 got_VVI ta_AT1 do_VDI this_DD1 got_VVI ta_AT1 do_VDI that_DD1 and_CC it_PPH1 's_VBZ like_RR just_RR	Cream Tea with ANON's Mum & co	Discussing, explaining, inquiring, advising, anecdote telling, making arrangements, telling jokes	Revised	Texts not in Sample release	S0191 S0192 S0197 S0198 S0199	5	2014-09-15	1:30:52	In mine and ANON's flat, Sussex	2014 Q3	2014	Close family, partners, very close friends	New flat, broken toes, musical instruments, problems with the flat, weather, recording, extended family, siblings, finances & planning, friends, scones, tea & coffee, travel, traffic, extended family, master's degrees, beds, moving on, the proposal, energy & utilities, Skype, gifts, Peter Rabbit, dinosaurs, chess, linguistics, carpentry, ANON's band, ANON's brother, ANON's Spanish girlfriend, drug mules, pidgins & creoles, injuries. 	T06	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=42	3081408	3081409
44	S96L	do n't study yeah yeah yeah it 's quite interesting but it 's really heavy --ANONnameF yeah I think we	're sitting	in the car and having something to eat when we go to the park and just run him off for	do_VD0 n't_XX study_VVI yeah_UH yeah_UH yeah_UH it_PPH1 's_VBZ quite_RG interesting_JJ but_CCB it_PPH1 's_VBZ really_RR heavy_JJ --ANONnameF_NP1 yeah_UH I_PPIS1 think_VV0 we_PPIS2	're_VBR sitting_VVG	in_II the_AT car_NN1 and_CC having_VHG something_PN1 to_TO eat_VVI when_CS we_PPIS2 go_VV0 to_II the_AT park_NN1 and_CC just_RR run_VVN him_PPHO1 off_RP for_IF	Cream Tea with ANON's Mum & co	Discussing, explaining, inquiring, advising, anecdote telling, making arrangements, telling jokes	Revised	Texts not in Sample release	S0191 S0192 S0197 S0198 S0199	5	2014-09-15	1:30:52	In mine and ANON's flat, Sussex	2014 Q3	2014	Close family, partners, very close friends	New flat, broken toes, musical instruments, problems with the flat, weather, recording, extended family, siblings, finances & planning, friends, scones, tea & coffee, travel, traffic, extended family, master's degrees, beds, moving on, the proposal, energy & utilities, Skype, gifts, Peter Rabbit, dinosaurs, chess, linguistics, carpentry, ANON's band, ANON's brother, ANON's Spanish girlfriend, drug mules, pidgins & creoles, injuries. 	T06	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=43	3101827	3101828
45	SAQD	in the --ANONplace --ANONplace and we saw them but I did n't know who they were and all these girls	were standing	round the stage going you di- and we were standing up the bar going whatever 's the matter with them	in_II the_AT --ANONplace_NP1 --ANONplace_NP1 and_CC we_PPIS2 saw_VVD them_PPHO2 but_CCB I_PPIS1 did_VDD n't_XX know_VVI who_PNQS they_PPHS2 were_VBDR and_CC all_DB these_DD2 girls_NN2	were_VBDR standing_VVG	round_II the_AT stage_NN1 going_VVG you_PPY di-_FU and_CC we_PPIS2 were_VBDR standing_VVG up_RP the_AT bar_NN1 going_VVG whatever_DDQV 's_VBZ the_AT matter_NN1 with_IW them_PPHO2	Catching up	Discussing, explaining, anecdote telling	Revised	Texts within Sample release	S0012 S0013 S0152 S0154	4	2014-11-08	1:39:01	ANON's home	2014 Q4	2014	Close family, partners, very close friends	Halloween, school, horse-riding, places	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=44	3558693	3558694
46	SAQD	did n't know who they were and all these girls were standing round the stage going you di- and we	were standing	up the bar going whatever 's the matter with them idiots ? to think if you could have just been	did_VDD n't_XX know_VVI who_PNQS they_PPHS2 were_VBDR and_CC all_DB these_DD2 girls_NN2 were_VBDR standing_VVG round_II the_AT stage_NN1 going_VVG you_PPY di-_FU and_CC we_PPIS2	were_VBDR standing_VVG	up_RP the_AT bar_NN1 going_VVG whatever_DDQV 's_VBZ the_AT matter_NN1 with_IW them_PPHO2 idiots_NN2 ?_YQUE to_TO think_VVI if_CSW you_PPY could_VM have_VHI just_RR been_VBN	Catching up	Discussing, explaining, anecdote telling	Revised	Texts within Sample release	S0012 S0013 S0152 S0154	4	2014-11-08	1:39:01	ANON's home	2014 Q4	2014	Close family, partners, very close friends	Halloween, school, horse-riding, places	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=45	3558703	3558704
47	SAQD	then just put it back and we were like okay and then we carried on walking and like this man	was stood	there with this chainsaw and he turns up he like turned it on and he like comes like comes towards	then_RT just_RR put_VV0 it_PPH1 back_RP and_CC we_PPIS2 were_VBDR like_RR okay_JJ and_CC then_RT we_PPIS2 carried_VVD on_RP walking_VVG and_CC like_II this_DD1 man_NN1	was_VBDZ stood_VVN	there_RL with_IW this_DD1 chainsaw_NN1 and_CC he_PPHS1 turns_VVZ up_RP he_PPHS1 like_RR turned_VVD it_PPH1 on_RP and_CC he_PPHS1 like_RR comes_VVZ like_RR comes_VVZ towards_II	Catching up	Discussing, explaining, anecdote telling	Revised	Texts within Sample release	S0012 S0013 S0152 S0154	4	2014-11-08	1:39:01	ANON's home	2014 Q4	2014	Close family, partners, very close friends	Halloween, school, horse-riding, places	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=46	3560326	3560327
48	SAQD	really steep and then back up yeah and it had like polystyrene on the floor and it felt like you	were standing	on like bugs ooh oh and then like you 'd get like a glow of someone 's face would n't	really_RR steep_JJ and_CC then_RT back_VV0 up_RP yeah_UH and_CC it_PPH1 had_VHD like_II polystyrene_NN1 on_II the_AT floor_NN1 and_CC it_PPH1 felt_VVD like_II you_PPY	were_VBDR standing_VVG	on_RP like_II bugs_NN2 ooh_UH oh_UH and_CC then_RT like_RR you_PPY 'd_VM get_VVI like_II a_AT1 glow_NN1 of_IO someone_PN1 's_GE face_NN1 would_VM n't_XX	Catching up	Discussing, explaining, anecdote telling	Revised	Texts within Sample release	S0012 S0013 S0152 S0154	4	2014-11-08	1:39:01	ANON's home	2014 Q4	2014	Close family, partners, very close friends	Halloween, school, horse-riding, places	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=47	3561030	3561031
49	SB4D	ready for holiday you you stand that end mummy stand that end you stand by the green box no I	'm standing	here and I 'm gon na go slow motion and you can run okay ? well mummy 's got look	ready_JJ for_IF holiday_NN1 you_PPY you_PPY stand_VV0 that_DD1 end_NN1 mummy_NN1 stand_NN1 that_CST end_VV0 you_PPY stand_VV0 by_II the_AT green_JJ box_NN1 no_UH I_PPIS1	'm_VBM standing_VVG	here_RL and_CC I_PPIS1 'm_VBM gon_VVGK na_TO go_VVI slow_JJ motion_NN1 and_CC you_PPY can_VM run_VVI okay_RR ?_YQUE well_RR mummy_NN1 's_VHZ got_VVN look_VV0	Dinner with the family	Discussing, explaining, inquiring, complaining, advising, requesting, anecdote telling	Revised	Texts within Sample release	S0189 S0191 S0192 S0197 S0199	5	2014-08-17	1:49:01	Mother's house, Bedford	2014 Q3	2014	Close family, partners, very close friends	Food & drink, preparations for university, travelling, meal time challenges, jet lag, the future, childhood, technology, music, the neighbours, accidents, operations, injuries, movies, alcohol and cigars, the band, jogging, the weather, amazing people, dangerous animals, drugs	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=48	3756342	3756343
50	SC3M	ta go he says cos I 've got someone on the roof here and this boy had climbed up and	was standing	there threatening to throw himself off oh christ the PE teacher was standing underneath and someone else was standing underneath	ta_TO go_VVI he_PPHS1 says_VVZ cos_CS I_PPIS1 've_VH0 got_VVN someone_PN1 on_II the_AT roof_NN1 here_RL and_CC this_DD1 boy_NN1 had_VHD climbed_VVN up_RP and_CC	was_VBDZ standing_VVG	there_RL threatening_VVG to_TO throw_VVI himself_PPX1 off_RP oh_UH christ_NP1 the_AT PE_NN1 teacher_NN1 was_VBDZ standing_VVG underneath_RL and_CC someone_PN1 else_RR was_VBDZ standing_VVG underneath_II	Having lunch with mum	Discussing, Explaining, Inquiring, Complaining, Anecdote telling	Revised	Texts within Sample release	S0439 S0440	2	2015-07-11	0:44:07	Restaurant 	2015 Q3	2015	Close family, partners, very close friends	Work, family, friends, social. food	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=49	4106000	4106001
51	SC3M	and this boy had climbed up and was standing there threatening to throw himself off oh christ the PE teacher	was standing	underneath and someone else was standing underneath keeping an eye on them and whatnot but it really was here 's	and_CC this_DD1 boy_NN1 had_VHD climbed_VVN up_RP and_CC was_VBDZ standing_VVG there_RL threatening_VVG to_TO throw_VVI himself_PPX1 off_RP oh_UH christ_NP1 the_AT PE_NN1 teacher_NN1	was_VBDZ standing_VVG	underneath_RL and_CC someone_PN1 else_RR was_VBDZ standing_VVG underneath_II keeping_VVG an_AT1 eye_NN1 on_II them_PPHO2 and_CC whatnot_VV0 but_CCB it_PPH1 really_RR was_VBDZ here_RL 's_VBZ	Having lunch with mum	Discussing, Explaining, Inquiring, Complaining, Anecdote telling	Revised	Texts within Sample release	S0439 S0440	2	2015-07-11	0:44:07	Restaurant 	2015 Q3	2015	Close family, partners, very close friends	Work, family, friends, social. food	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=50	4106013	4106014
52	SC3M	and was standing there threatening to throw himself off oh christ the PE teacher was standing underneath and someone else	was standing	underneath keeping an eye on them and whatnot but it really was here 's yours yum yum I 've got	and_CC was_VBDZ standing_VVG there_RL threatening_VVG to_TO throw_VVI himself_PPX1 off_RP oh_UH christ_NP1 the_AT PE_NN1 teacher_NN1 was_VBDZ standing_VVG underneath_RL and_CC someone_PN1 else_RR	was_VBDZ standing_VVG	underneath_II keeping_VVG an_AT1 eye_NN1 on_II them_PPHO2 and_CC whatnot_VV0 but_CCB it_PPH1 really_RR was_VBDZ here_RL 's_VBZ yours_PPGE yum_UH yum_UH I_PPIS1 've_VH0 got_VVN	Having lunch with mum	Discussing, Explaining, Inquiring, Complaining, Anecdote telling	Revised	Texts within Sample release	S0439 S0440	2	2015-07-11	0:44:07	Restaurant 	2015 Q3	2015	Close family, partners, very close friends	Work, family, friends, social. food	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=51	4106019	4106020
53	SD2R	a day does n't it yeah yeah yeah mm we got into the doctors and we sat there and everyone	was sitting	there oh it 's awful in the doc- ai n't it mm It 's just so so I just said	a_AT1 day_NNT1 does_VDZ n't_XX it_PPH1 yeah_UH yeah_UH yeah_UH mm_UH we_PPIS2 got_VVD into_II the_AT doctors_NN2 and_CC we_PPIS2 sat_VVD there_RL and_CC everyone_PN1	was_VBDZ sitting_VVG	there_RL oh_UH it_PPH1 's_VBZ awful_JJ in_II the_AT doc-_FU ai_FU n't_XX it_PPH1 mm_UH It_PPH1 's_VBZ just_RR so_RR so_RR I_PPIS1 just_RR said_VVD	ANON ANON and friend discussing schools and other topics.	Discussing, anecdote telling, telling jokes	Original	Texts within Sample release	S0012 S0013 S0152	3	2012-03-08	1:38:47	ANON's home, Norfolk	2012 Q1	2012	Friends, wider family circle	School, wardrobe, deliverymen, jokes, television programs, tweeting, binge drinking, health service, cleaning	T11	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=52	4377097	4377098
54	SDFL	is n't it they have they have world championships on playing the air guitar I 'd be like I 'd	be sitting	on like a stool you know like like on a proper music stool like And then you 'd get up	is_VBZ n't_XX it_PPH1 they_PPHS2 have_VH0 they_PPHS2 have_VH0 world_NN1 championships_NN2 on_II playing_VVG the_AT air_NN1 guitar_NN1 I_PPIS1 'd_VM be_VBI like_RR I_PPIS1 'd_VM	be_VBI sitting_VVG	on_RP like_II a_AT1 stool_NN1 you_PPY know_VV0 like_RR like_RR on_II a_AT1 proper_JJ music_NN1 stool_NN1 like_II And_CC then_RT you_PPY 'd_VM get_VVI up_RP		Discussing, explaining, requesting anecdote telling	Original	Texts within Sample release	S0012 S0013 S0024 S0144 S0152 S0153 S0154	7	2012-04-28	1:45:30	ANON's home, Norfolk	2012 Q2	2012	Friends, wider family circle	Signatures, relationships, social networks, food, science, art, sports, school	T20	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=53	4536490	4536491
55	SDFL	the person in the shop was like no --UNCLEARWORD It was just like you know that awkward moment when you	're sat	opposite someone in a car and you 're just erm --UNCLEARWORD yeah --UNCLEARWORD go on my phone --UNCLEARWORD gone I	the_AT person_NN1 in_II the_AT shop_NN1 was_VBDZ like_RR no_UH --UNCLEARWORD_FU It_PPH1 was_VBDZ just_RR like_RR you_PPY know_VV0 that_DD1 awkward_JJ moment_NN1 when_RRQ you_PPY	're_VBR sat_VVN	opposite_JJ someone_PN1 in_II a_AT1 car_NN1 and_CC you_PPY 're_VBR just_RR erm_UH --UNCLEARWORD_FU yeah_UH --UNCLEARWORD_FU go_VV0 on_II my_APPGE phone_NN1 --UNCLEARWORD_FU gone_VVN I_PPIS1		Discussing, explaining, requesting anecdote telling	Original	Texts within Sample release	S0012 S0013 S0024 S0144 S0152 S0153 S0154	7	2012-04-28	1:45:30	ANON's home, Norfolk	2012 Q2	2012	Friends, wider family circle	Signatures, relationships, social networks, food, science, art, sports, school	T20	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=54	4536620	4536621
