Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Activity description	Selected characterisations of conversation type	Transcription conventions used	Sample release inclusion	List of speaker IDs	Number of speakers	Recording date	Recording length	Recording location	Recording period	Year of recording	Inter-speaker relationship	Topics covered	Transcriber	URL	Match-begin corpus position	Match-end corpus position
82	SQHY	when I strap it up is it not strapped up now ? no but erm but even then when I	'm sitting	at my desk even cos I thought maybe if I strap it up it 'll be fine but it swells	when_CS I_PPIS1 strap_VV0 it_PPH1 up_RP is_VBZ it_PPH1 not_XX strapped_VVN up_RP now_RT ?_YQUE no_UH but_CCB erm_UH but_CCB even_RR then_RT when_CS I_PPIS1	'm_VBM sitting_VVG	at_II my_APPGE desk_NN1 even_RR cos_CS I_PPIS1 thought_VVD maybe_RR if_CS I_PPIS1 strap_VV0 it_PPH1 up_RP it_PPH1 'll_VM be_VBI fine_JJ but_CCB it_PPH1 swells_VVZ	Seeing mum after dad	Discussing, explaining, inquiring, making arrangements	Revised	Texts not in Sample release	S0192 S0199	2	2014-09-27	0:32:08	In my mother's car between Rushden and Bedford	2014 Q3	2014	Close family, partners, very close friends	Greetings, train journeys, university, ANON, ANON's family, journey home, family, recordings, Dad's birthday, the weather, driving, extended family, health, ANON at university, travel, dairy intolerance, ANON's clubs, driving routes, injuries, the band, Christmas, dinner, broken clothes, curry, 	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=81	8416047	8416048
83	SQHY	was nice and mm yeah we 've got the --ANONplace and --ANONplace derby on at the moment so --ANONnameM will	be sitting	there biting his nails what 's a derby ? it 's when the two like teams that are kind of	was_VBDZ nice_JJ and_CC mm_UH yeah_UH we_PPIS2 've_VH0 got_VVN the_AT --ANONplace_NP1 and_CC --ANONplace_NP1 derby_NN1 on_RP at_II the_AT moment_NN1 so_RR --ANONnameM_NP1 will_VM	be_VBI sitting_VVG	there_RL biting_VVG his_APPGE nails_NN2 what_DDQ 's_VBZ a_AT1 derby_NN1 ?_YQUE it_PPH1 's_VBZ when_RRQ the_AT two_MC like_II teams_NN2 that_CST are_VBR kind_RR21 of_RR22	Seeing mum after dad	Discussing, explaining, inquiring, making arrangements	Revised	Texts not in Sample release	S0192 S0199	2	2014-09-27	0:32:08	In my mother's car between Rushden and Bedford	2014 Q3	2014	Close family, partners, very close friends	Greetings, train journeys, university, ANON, ANON's family, journey home, family, recordings, Dad's birthday, the weather, driving, extended family, health, ANON at university, travel, dairy intolerance, ANON's clubs, driving routes, injuries, the band, Christmas, dinner, broken clothes, curry, 	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=82	8417928	8417929
84	SR8V	my room ? mm I 'd go but obviously --ANONnameM 's like naked on standing by the window --UNCLEARWORD he	's standing	by the window ah what ? with his leg up --UNCLEARWORD ? okay that 's really painful why am I	my_APPGE room_NN1 ?_YQUE mm_UH I_PPIS1 'd_VM go_VVI but_CCB obviously_RR --ANONnameM_NP1 's_VBZ like_RR naked_JJ on_II standing_VVG by_II the_AT window_NN1 --UNCLEARWORD_FU he_PPHS1	's_VBZ standing_VVG	by_II the_AT window_NN1 ah_UH what_DDQ ?_YQUE with_IW his_APPGE leg_NN1 up_RP --UNCLEARWORD_FU ?_YQUE okay_RR that_DD1 's_VBZ really_RR painful_JJ why_RRQ am_VBM I_PPIS1	Sunday morning chat with friends	Discussing, explaining, Inquiring, complaining, advising, anecdote telling	Revised	Texts not in Sample release	S0428 S0610 S0612	3	2016-01-10	1:32:27	ANON's home, East London	2016 Q1	2016	Close family, partners, very close friends	BNC recordings, Linked In, Social Media, living abroad, visiting London, travelling, being scared of flying, Maldives, Whales, Spain, Pugs	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=83	8635509	8635510
85	SR8V	like my aunt 's obviously like worked with them a lot she we 'll just wow you we 'll just	be standing	on the coast she 'll be like there 's a whale wow and I would just see it as the	like_II my_APPGE aunt_NN1 's_VBZ obviously_RR like_RR worked_VVN with_IW them_PPHO2 a_RR21 lot_RR22 she_PPHS1 we_PPIS2 'll_VM just_RR wow_UH you_PPY we_PPIS2 'll_VM just_RR	be_VBI standing_VVG	on_II the_AT coast_NN1 she_PPHS1 'll_VM be_VBI like_RR there_EX 's_VBZ a_AT1 whale_NN1 wow_UH and_CC I_PPIS1 would_VM just_RR see_VVI it_PPH1 as_II the_AT	Sunday morning chat with friends	Discussing, explaining, Inquiring, complaining, advising, anecdote telling	Revised	Texts not in Sample release	S0428 S0610 S0612	3	2016-01-10	1:32:27	ANON's home, East London	2016 Q1	2016	Close family, partners, very close friends	BNC recordings, Linked In, Social Media, living abroad, visiting London, travelling, being scared of flying, Maldives, Whales, Spain, Pugs	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=84	8641269	8641270
86	SRX4	what 's the point of them ? well and they were just sitting there making out and it was I	was sitting	gr- oh on the Metro the other day and these four kids got on they they were sort of Arab	what_DDQ 's_VBZ the_AT point_NN1 of_IO them_PPHO2 ?_YQUE well_RR and_CC they_PPHS2 were_VBDR just_RR sitting_VVG there_RL making_VVG out_RP and_CC it_PPH1 was_VBDZ I_PPIS1	was_VBDZ sitting_VVG	gr-_FU oh_UH on_II the_AT Metro_NP1 the_AT other_JJ day_NNT1 and_CC these_DD2 four_MC kids_NN2 got_VVN on_RP they_PPHS2 they_PPHS2 were_VBDR sort_RR21 of_RR22 Arab_JJ	Catch-up with housemate and mother after a weekend in Paris	Discussing, explaining, inquiring, complaining, anecdote telling	Revised	Texts within Sample release	S0439 S0440 S0441	3	2015-08-31	0:29:33	Home - kitchen	2015 Q3	2015	Close family, partners, very close friends	Complaining, friends, holiday, explaining, injuries, food. 	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=85	8847314	8847315
87	SRX4	his arm down there hooked out her boob and starts sucking it and we s- I I 'm am- we	were sitting	there and this old woman turned around and she says no and they turned around and they like there there	his_APPGE arm_NN1 down_RP there_RL hooked_VVN out_RP her_APPGE boob_NN1 and_CC starts_VVZ sucking_VVG it_PPH1 and_CC we_PPIS2 s-_FU I_PPIS1 I_PPIS1 'm_VBM am-_FU we_PPIS2	were_VBDR sitting_VVG	there_RL and_CC this_DD1 old_JJ woman_NN1 turned_VVD around_RP and_CC she_PPHS1 says_VVZ no_UH and_CC they_PPHS2 turned_VVD around_RP and_CC they_PPHS2 like_RR there_EX there_EX	Catch-up with housemate and mother after a weekend in Paris	Discussing, explaining, inquiring, complaining, anecdote telling	Revised	Texts within Sample release	S0439 S0440 S0441	3	2015-08-31	0:29:33	Home - kitchen	2015 Q3	2015	Close family, partners, very close friends	Complaining, friends, holiday, explaining, injuries, food. 	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=86	8847395	8847396
88	SRX4	with those lot sitting out there last night see when I went in the winter time in my car nobody	was sitting	outside cos it was too bloody cold it was too cold yeah mm but last night there was these blokes	with_IW those_DD2 lot_NN1 sitting_VVG out_RP there_RL last_MD night_NNT1 see_VV0 when_RRQ I_PPIS1 went_VVD in_II the_AT winter_NNT1 time_NNT1 in_II my_APPGE car_NN1 nobody_PN1	was_VBDZ sitting_VVG	outside_RL cos_CS it_PPH1 was_VBDZ too_RG bloody_JJ cold_NN1 it_PPH1 was_VBDZ too_RG cold_JJ yeah_UH mm_UH but_CCB last_MD night_NNT1 there_EX was_VBDZ these_DD2 blokes_NN2	Catch-up with housemate and mother after a weekend in Paris	Discussing, explaining, inquiring, complaining, anecdote telling	Revised	Texts within Sample release	S0439 S0440 S0441	3	2015-08-31	0:29:33	Home - kitchen	2015 Q3	2015	Close family, partners, very close friends	Complaining, friends, holiday, explaining, injuries, food. 	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=87	8847749	8847750
89	SRYY	--ANONnameM come on sweetheart dinner come and sit at the table I wan na eat it in here no we	're sitting	there do you want to pause it then ? what is this you 're watching anyway ? it seems a	--ANONnameM_NP1 come_VV0 on_II sweetheart_NN1 dinner_NN1 come_VV0 and_CC sit_VV0 at_II the_AT table_NN1 I_PPIS1 wan_VV0 na_TO eat_VVI it_PPH1 in_II here_RL no_UH we_PPIS2	're_VBR sitting_VVG	there_RL do_VD0 you_PPY want_VVI to_TO pause_VVI it_PPH1 then_RT ?_YQUE what_DDQ is_VBZ this_DD1 you_PPY 're_VBR watching_VVG anyway_RR ?_YQUE it_PPH1 seems_VVZ a_RR21	Lunch with the brothers	Discussing, explaining, complaining, advising, anecdote telling	Revised	Texts within Sample release	S0189 S0191 S0192 S0199	4	2014-08-17	0:39:41	Mother's house, Bedford	2014 Q3	2014	Close family, partners, very close friends	General household, memories, food & health, plants & animals, inheritance, lost luggage, the national corpus, linguistics	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=88	8855790	8855791
90	SRYY	if two people are talking at the same time like if someone 's interrupting you it makes it hard I	'm sitting	on the toilet and whatever algorithm they 're using that analyse this they 're not using an algorithm to analyse	if_CS two_MC people_NN are_VBR talking_VVG at_II the_AT same_DA time_NNT1 like_RR if_CS someone_PN1 's_VBZ interrupting_VVG you_PPY it_PPH1 makes_VVZ it_PPH1 hard_RR I_PPIS1	'm_VBM sitting_VVG	on_II the_AT toilet_NN1 and_CC whatever_DDQV algorithm_NN1 they_PPHS2 're_VBR using_VVG that_CST analyse_VV0 this_DD1 they_PPHS2 're_VBR not_XX using_VVG an_AT1 algorithm_NN1 to_TO analyse_VVI	Lunch with the brothers	Discussing, explaining, complaining, advising, anecdote telling	Revised	Texts within Sample release	S0189 S0191 S0192 S0199	4	2014-08-17	0:39:41	Mother's house, Bedford	2014 Q3	2014	Close family, partners, very close friends	General household, memories, food & health, plants & animals, inheritance, lost luggage, the national corpus, linguistics	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=89	8858290	8858291
91	SRYY	is it not is it a sitting down game ? uhu looks like a standing up game to me it	's sitting	this is what you do you do do do speaking metaphorically is kind of like combining the multiple senses that	is_VBZ it_PPH1 not_XX is_VBZ it_PPH1 a_AT1 sitting_NN1 down_II game_NN1 ?_YQUE uhu_UH looks_VVZ like_II a_AT1 standing_NN1 up_RP game_NN1 to_II me_PPIO1 it_PPH1	's_VBZ sitting_VVG	this_DD1 is_VBZ what_DDQ you_PPY do_VD0 you_PPY do_VD0 do_VD0 do_VD0 speaking_VVG metaphorically_RR is_VBZ kind_RR21 of_RR22 like_RR combining_VVG the_AT multiple_JJ senses_NN2 that_CST	Lunch with the brothers	Discussing, explaining, complaining, advising, anecdote telling	Revised	Texts within Sample release	S0189 S0191 S0192 S0199	4	2014-08-17	0:39:41	Mother's house, Bedford	2014 Q3	2014	Close family, partners, very close friends	General household, memories, food & health, plants & animals, inheritance, lost luggage, the national corpus, linguistics	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=90	8859155	8859156
92	SRYY	have good conversation with you yeah er like I went to pick up a parcel last week and f- I	was standing	there unable to escape for about half an hour at the door what was she talking about ? why could	have_VHI good_JJ conversation_NN1 with_IW you_PPY yeah_UH er_UH like_RR I_PPIS1 went_VVD to_TO pick_VVI up_RP a_AT1 parcel_NN1 last_MD week_NNT1 and_CC f-_FU I_PPIS1	was_VBDZ standing_VVG	there_RL unable_JK to_TO escape_VVI for_IF about_RG half_DB an_AT1 hour_NNT1 at_II the_AT door_NN1 what_DDQ was_VBDZ she_PPHS1 talking_VVG about_II ?_YQUE why_RRQ could_VM	Lunch with the brothers	Discussing, explaining, complaining, advising, anecdote telling	Revised	Texts within Sample release	S0189 S0191 S0192 S0199	4	2014-08-17	0:39:41	Mother's house, Bedford	2014 Q3	2014	Close family, partners, very close friends	General household, memories, food & health, plants & animals, inheritance, lost luggage, the national corpus, linguistics	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=91	8861289	8861290
93	SUQM	a bit hard these chairs ah --UNCLEARWORD yeah okay --UNCLEARWORD that 's a rare moment that is since I 've	been sitting	here there ai n't been a bird ah there 's there 's been er coal tits blue tits great tits	a_RR21 bit_RR22 hard_RR these_DD2 chairs_NN2 ah_UH --UNCLEARWORD_FU yeah_UH okay_RR --UNCLEARWORD_FU that_DD1 's_VBZ a_AT1 rare_JJ moment_NN1 that_CST is_VBZ since_CS I_PPIS1 've_VH0	been_VBN sitting_VVG	here_RL there_RL ai_FU n't_XX been_VBN a_AT1 bird_NN1 ah_UH there_EX 's_VHZ there_EX 's_VHZ been_VBN er_UH coal_NN1 tits_NN2 blue_JJ tits_NN2 great_JJ tits_NN2	General chat	Discussing, explaining, advising	Revised	Texts not in Sample release	S0008 S0012 S0013	3	2015-02-04	1:15:37	Speakers' home	2015 Q1	2015	Close family, partners, very close friends	Engineering, houses, birds, pensions, money, heating, land registry, TV licence	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=92	9437186	9437187
94	SUQM	high ? I mean nor- normally what ? normally that 's who are you pointing at ? huh ? you	're sitting	there going she just points what I 'm just thinking she just points look at that normally if you put	high_JJ ?_YQUE I_PPIS1 mean_VV0 nor-_FU normally_RR what_DDQ ?_YQUE normally_RR that_DD1 's_VBZ who_PNQS are_VBR you_PPY pointing_VVG at_II ?_YQUE huh_UH ?_YQUE you_PPY	're_VBR sitting_VVG	there_RL going_VVG she_PPHS1 just_RR points_VVZ what_DDQ I_PPIS1 'm_VBM just_RR thinking_VVG she_PPHS1 just_RR points_VVZ look_VV0 at_II that_DD1 normally_RR if_CS you_PPY put_VV0	General chat	Discussing, explaining, advising	Revised	Texts not in Sample release	S0008 S0012 S0013	3	2015-02-04	1:15:37	Speakers' home	2015 Q1	2015	Close family, partners, very close friends	Engineering, houses, birds, pensions, money, heating, land registry, TV licence	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=93	9440330	9440331
95	SVUC	an old boy but sort of quite tall yeah and lanky and at the first sign of sun he 'd	be sitting	there on the bench with this the most shortest pair of shorts so almost revealing everything he 'd got nothing	an_AT1 old_JJ boy_NN1 but_CCB sort_RR21 of_RR22 quite_RG tall_JJ yeah_UH and_CC lanky_JJ and_CC at_II the_AT first_MD sign_NN1 of_IO sun_NN1 he_PPHS1 'd_VM	be_VBI sitting_VVG	there_RL on_II the_AT bench_NN1 with_IW this_DD1 the_AT most_RGT shortest_JJT pair_NN of_IO shorts_NN2 so_RG almost_RR revealing_JJ everything_PN1 he_PPHS1 'd_VHD got_VVN nothing_PN1	Friends talking over lunch	Discussing, Explaining, inquiring	Revised	Texts not in Sample release	S0008 S0012 S0013	3	2015-05-01	1:09:37	Mattishall	2015 Q2	2015	Close family, partners, very close friends	Jehovah's witnesses, family, marriage, food, voting, taxes, village characters, clutter, eating and drinking out, parking at the coast, dentists, birds	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=94	10159398	10159399
96	SVUC	much that was but then it 's all served on paper paper plates plastic knife oh yeah your coffee we	were sitting	inside was n't as though we were going outside yeah and a coffee in a paper thing cup oh they	much_DA1 that_DD1 was_VBDZ but_CCB then_RT it_PPH1 's_VBZ all_DB served_VVN on_II paper_NN1 paper_NN1 plates_NN2 plastic_NN1 knife_NN1 oh_UH yeah_UH your_APPGE coffee_NN1 we_PPIS2	were_VBDR sitting_VVG	inside_RL was_VBDZ n't_XX as_CS21 though_CS22 we_PPIS2 were_VBDR going_VVG outside_RL yeah_UH and_CC a_AT1 coffee_NN1 in_II a_AT1 paper_NN1 thing_NN1 cup_NN1 oh_UH they_PPHS2	Friends talking over lunch	Discussing, Explaining, inquiring	Revised	Texts not in Sample release	S0008 S0012 S0013	3	2015-05-01	1:09:37	Mattishall	2015 Q2	2015	Close family, partners, very close friends	Jehovah's witnesses, family, marriage, food, voting, taxes, village characters, clutter, eating and drinking out, parking at the coast, dentists, birds	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=95	10162288	10162289
97	SVUC	of tea yeah you know you ca n't sort of you know yeah you just ca n't feel it it	's sitting	to one side and stuff mm yeah they tell you not to eat or drink for a couple of hours	of_IO tea_NN1 yeah_UH you_PPY know_VV0 you_PPY ca_VM n't_XX sort_RR21 of_RR22 you_PPY know_VV0 yeah_UH you_PPY just_RR ca_VM n't_XX feel_VVI it_PPH1 it_PPH1	's_VBZ sitting_VVG	to_II one_MC1 side_NN1 and_CC stuff_NN1 mm_UH yeah_UH they_PPHS2 tell_VV0 you_PPY not_XX to_TO eat_VVI or_CC drink_NN1 for_IF a_AT1 couple_NN1 of_IO hours_NNT2	Friends talking over lunch	Discussing, Explaining, inquiring	Revised	Texts not in Sample release	S0008 S0012 S0013	3	2015-05-01	1:09:37	Mattishall	2015 Q2	2015	Close family, partners, very close friends	Jehovah's witnesses, family, marriage, food, voting, taxes, village characters, clutter, eating and drinking out, parking at the coast, dentists, birds	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=96	10164563	10164564
98	SW6K	he could see me standing there and then I thought well that might be flashing to some other people who	were standing	there so I walked up the path sideways on and I see and he 's I got in ah right	he_PPHS1 could_VM see_VVI me_PPIO1 standing_VVG there_RL and_CC then_RT I_PPIS1 thought_VVD well_RR that_DD1 might_VM be_VBI flashing_VVG to_II some_DD other_JJ people_NN who_PNQS	were_VBDR standing_VVG	there_RL so_RR I_PPIS1 walked_VVD up_II the_AT path_NN1 sideways_RL on_II and_CC I_PPIS1 see_VV0 and_CC he_PPHS1 's_VBZ I_PPIS1 got_VVN in_RP ah_UH right_RR	Brother visit	Discussing, explaining, anecdote telling	Revised	Texts not in Sample release	S0012 S0013 S0419	3	2015-05-27	1:59:07	Freelancer's home	2015 Q2	2015	Close family, partners, very close friends	Cars, obsessive compulsive disorders, religion, family, accidents, books, workmates, own space, helping others	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=97	10314173	10314174
99	SXWR	it ? yeah it 'll be fine you got to sand yeah these off again look how look how that	's stood	it 's lifted them up it lift- it has lifted them up there these are fine are n't they ?	it_PPH1 ?_YQUE yeah_UH it_PPH1 'll_VM be_VBI fine_JJ you_PPY got_VVD to_II sand_NN1 yeah_UH these_DD2 off_RP again_RT look_VV0 how_RRQ look_VV0 how_RRQ that_DD1	's_VBZ stood_VVN	it_PPH1 's_VHZ lifted_VVN them_PPHO2 up_RP it_PPH1 lift-_FU it_PPH1 has_VHZ lifted_VVN them_PPHO2 up_RP there_RL these_DD2 are_VBR fine_JJ are_VBR n't_XX they_PPHS2 ?_YQUE	Break for a cup of tea	Discussing, Explaining	Revised	Texts not in Sample release	S0012 S0013 S0278	3	2015-05-10	1:04:06	Freelancer's home	2015 Q2	2015	Close family, partners, very close friends	Design, coats, heating, inventions, electric and gas, making a wood stand, washing brushes	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=98	10861196	10861197
100	SYHW	her went to the Nutcracker oh yeah to the Nutcracker ballet the ballet and erm oh it 's lovely she	's sitting	with one of the ballet women yeah --ANONnameF is been getting a big cuddle from yeah and one of the	her_PPHO1 went_VVD to_II the_AT Nutcracker_NN1 oh_UH yeah_UH to_II the_AT Nutcracker_NN1 ballet_NN1 the_AT ballet_NN1 and_CC erm_UH oh_UH it_PPH1 's_VBZ lovely_JJ she_PPHS1	's_VBZ sitting_VVG	with_IW one_MC1 of_IO the_AT ballet_NN1 women_NN2 yeah_UH --ANONnameF_NP1 is_VBZ been_VBN getting_VVG a_AT1 big_JJ cuddle_NN1 from_II yeah_UH and_CC one_MC1 of_IO the_AT	Just chatting	Discussing, complaining, advising, anecdote telling	Revised	Texts within Sample release	S0012 S0013 S0152	3	2014-12-17	0:52:35	Speaker's home	2014 Q4	2014	Close family, partners, very close friends	Problems with visitors arriving, giving flowers, bad leg	T04	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=99	11007453	11007454
101	SYHW	should have them back together yeah yeah strange mm and er she she she was drinking this wine and he	was standing	next to her and she was she was giving her oh what a taste of like ham sandwiches and creosote	should_VM have_VHI them_PPHO2 back_RP together_RL yeah_UH yeah_UH strange_JJ mm_UH and_CC er_UH she_PPHS1 she_PPHS1 she_PPHS1 was_VBDZ drinking_VVG this_DD1 wine_NN1 and_CC he_PPHS1	was_VBDZ standing_VVG	next_II21 to_II22 her_PPHO1 and_CC she_PPHS1 was_VBDZ she_PPHS1 was_VBDZ giving_VVG her_PPHO1 oh_UH what_DDQ a_AT1 taste_NN1 of_IO like_JJ ham_NN1 sandwiches_NN2 and_CC creosote_NN1	Just chatting	Discussing, complaining, advising, anecdote telling	Revised	Texts within Sample release	S0012 S0013 S0152	3	2014-12-17	0:52:35	Speaker's home	2014 Q4	2014	Close family, partners, very close friends	Problems with visitors arriving, giving flowers, bad leg	T04	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=100	11008718	11008719
102	SZJ7	and these people were taking money and they opened the till and that was literally full of money and I	was standing	right next to them and anybody there could 've just snatched it out and run and these two people behind	and_CC these_DD2 people_NN were_VBDR taking_VVG money_NN1 and_CC they_PPHS2 opened_VVD the_AT till_NN1 and_CC that_DD1 was_VBDZ literally_RR full_JJ of_IO money_NN1 and_CC I_PPIS1	was_VBDZ standing_VVG	right_RR next_II21 to_II22 them_PPHO2 and_CC anybody_PN1 there_EX could_VM 've_VHI just_RR snatched_VVN it_PPH1 out_RP and_CC run_NN1 and_CC these_DD2 two_MC people_NN behind_II	Chat over a cup of tea	Discussing, explaining, Inquiring, Complaining	Revised	Texts not in Sample release	S0012 S0013 S0152	3	2015-05-06	1:31:16	Freelancer's home	2015 Q2	2015	Close family, partners, very close friends	managing hostels, photo's, friends in hospital, cars, science, school, engineering, hardworking parents and their shops, abattoirs, food	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=101	11260591	11260592
103	SZNG	yeah and er sort of cheerful Charlie and yeah and he went in where the meter was and the meter	's sitting	there and it 's got like corrugated pipe going there and then a corrugated pipe coming off the top yeah	yeah_UH and_CC er_UH sort_NN1 of_IO cheerful_JJ Charlie_NP1 and_CC yeah_UH and_CC he_PPHS1 went_VVD in_II where_RRQ the_AT meter_NN1 was_VBDZ and_CC the_AT meter_NN1	's_VBZ sitting_VVG	there_RL and_CC it_PPH1 's_VHZ got_VVN like_II corrugated_JJ pipe_NN1 going_VVG there_RL and_CC then_RT a_AT1 corrugated_JJ pipe_NN1 coming_VVG off_II the_AT top_NN1 yeah_UH	Chatting over lunch	Discussing, explaining	Revised	Texts not in Sample release	S0008 S0012 S0013	3	2015-02-04	1:57:06	Speakers' home	2015 Q1	2015	Close family, partners, very close friends	Food, bus pass, CCT cameras, TV, guns and war, birds, houses, coast, laminator, loft insulation, health, cars	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062oj&batch=102	11302203	11302204
